text	topic	score	frame	confidence
Mouton took great delight in theatrically stringing out the syllables Boc-ca-Bell-a , making the career .219 hitter (who played for the Expos between 1969 and 1973) sound like a feared slugger.	immigration	0.00036429872495446266	11	0.9305546879768372
"Michael Moore believes ""there would be fewer frustrated, frightened, angry people reaching for the gun"" if Americans "" took better care of each other ""."	death penalty	0.0013089005235602095	10	0.8648296594619751
"If salvation means ""the state of being saved or protected from harm"" then perhaps this salvation deficit causes some folks-especially the deranged-to lash out and kill out of vengeance against a society that has beaten them ."	death penalty	0.0013089005235602095	10	0.6759747862815857
"You might also like
Your mum’s family are from Ireland and you are surprised by the high amount of Irish genetic material !!"	immigration	0.005196674128557723	11	0.9621339440345764
I’m quite proud of my name because it was my father’s but someone somewhere is having a laugh .	immigration	0.005196674128557723	11	0.986441433429718
The ice sheet furthest extremity was London but most of the south and west were ice free where humans lived .	immigration	0.005196674128557723	11	0.2929984927177429
"xyobrychus
Amazingly a whole range of white people in India were rejected by both sides after partition ."	immigration	0.005196674128557723	11	0.9401820302009583
"Father Todd Unctious
The Somali doing the Russell square stabbings was so say Norwegian !"	immigration	0.005196674128557723	11	0.6105945706367493
So I’m guessing you’ve never read Chaucer, Malory, or Shakespeare in their non-modernised form ?	immigration	0.005196674128557723	11	0.5981144309043884
Or even just the KJV ?	immigration	0.005196674128557723	6	0.38649165630340576
Or do you imagine the influence of such as these who deliberately mimicked Italianate literary structures to be non-existent ?	immigration	0.005196674128557723	11	0.8366483449935913
Ooh !!	immigration	0.005196674128557723	15	0.9548423290252686
What DNA spread were you expecting ?	immigration	0.005196674128557723	9	0.9969828724861145
Or was it the SNP ?	immigration	0.005196674128557723	13	0.9831574559211731
if the publicity is true…why have the Indians made a success of Jaguar ?	immigration	0.00039574573336631215	1	0.7982423305511475
"south_coast_boyo
The US will dominate TTIP – guaranteed !"	immigration	0.000577311652073511	13	0.45648765563964844
Give me a job Mr. German I promise to be ever so humble !!!!	immigration	0.000577311652073511	1	0.8726286292076111
Why not do both on the same day ?	immigration	0.0026304859476671744	15	0.9473520517349243
And get on with it ?	immigration	0.0026304859476671744	15	0.991048276424408
We look forward to a simple free trade arrangement in both directions ( but if EU unwilling to agree then whatever WTO rules provide for ).	immigration	0.0026304859476671744	1	0.5610997080802917
Well does that hold terrors for exporters , particularly in the context of the pound having lost more than 5% against the Euro ?	immigration	0.0026304859476671744	1	0.9935830235481262
And are tariffs in any event an unmitigated disaster ?	immigration	0.0026304859476671744	1	0.9794055819511414
Might there not be some benefit in favouring goods produced in the UK ?	immigration	0.0026304859476671744	1	0.99174964427948
And some benefit in an additional source of revenue to the Treasury ( the 5% we would impose on EU cars, wine, etc. )	immigration	0.0026304859476671744	1	0.9953611493110657
And WHY has May given up the UK’s Presidency of the EU in 2017 in exchange for NOTHING ?	immigration	0.0026304859476671744	13	0.8847745060920715
You never know where you are with her .	immigration	0.0026304859476671744	10	0.6975346207618713
But I was taught not to give up .	immigration	0.0018692986391505907	10	0.8002207279205322
Is the “prosperity” just another huge boom/bust cycle built on borrowing ?	immigration	0.0018692986391505907	1	0.9602274894714355
The EU isn’t responsible for the lack of wars in Western Europe, really ?	immigration	0.0018692986391505907	8	0.35913705825805664
Were they Left or Right ?	immigration	0.0018692986391505907	13	0.9914773106575012
Lots of politicians have policies about quality of life of one kind or another – who, outside of China, has a population policy ?	immigration	0.0018692986391505907	6	0.6762132048606873
Now, who do I sue ?	death penalty	0.0001798237727027513	5	0.9968448877334595
The Moors subjugated the Spanish instead and what about the Ottomans invading Europe .	death penalty	0.0001798237727027513	11	0.9637598395347595
What about “The religion of peace” ?	death penalty	0.0001798237727027513	3	0.8390518426895142
Why not do both on the same day ?	immigration	0.0026304859476671744	15	0.9473520517349243
And get on with it ?	immigration	0.0026304859476671744	15	0.991048276424408
We look forward to a simple free trade arrangement in both directions ( but if EU unwilling to agree then whatever WTO rules provide for ).	immigration	0.0026304859476671744	1	0.5610997080802917
Well does that hold terrors for exporters , particularly in the context of the pound having lost more than 5% against the Euro ?	immigration	0.0026304859476671744	1	0.9935830235481262
And are tariffs in any event an unmitigated disaster ?	immigration	0.0026304859476671744	1	0.9794055819511414
Might there not be some benefit in favouring goods produced in the UK ?	immigration	0.0026304859476671744	1	0.99174964427948
And some benefit in an additional source of revenue to the Treasury ( the 5% we would impose on EU cars, wine, etc. )	immigration	0.0026304859476671744	1	0.9953611493110657
And WHY has May given up the UK’s Presidency of the EU in 2017 in exchange for NOTHING ?	immigration	0.0026304859476671744	13	0.8847745060920715
You never know where you are with her .	immigration	0.0026304859476671744	10	0.6975346207618713
Now, who do I sue ?	death penalty	0.0001798237727027513	5	0.9968448877334595
The Moors subjugated the Spanish instead and what about the Ottomans invading Europe .	death penalty	0.0001798237727027513	11	0.9637598395347595
What about “The religion of peace” ?	death penalty	0.0001798237727027513	3	0.8390518426895142
A distinguished specialist of eighteenth-century literature at Harvard .	immigration	0.0013175230566534915	11	0.5657132863998413
he is deeply familiar with Tocqueville's literary and intellectual contexts .	immigration	0.0013175230566534915	11	0.9872525334358215
[It] ought to make a more nuanced appreciation of both the man and his great work accessible to a wide readership .	immigration	0.0013175230566534915	11	0.9462749361991882
There are reports out of Israel and Egypt claiming that since the end of the Hosni Mubarak regime Egyptian Islamists and their Palestinian allies have been active in the northern Sinai, making raids into Israel and attacking Egyptian army checkpoints .	immigration	0.0014270424545130217	8	0.9879329800605774
There had been was a hasty re-scheduling of the executions to beat the 8:13 p.m .	death penalty	0.00045034902049088043	7	0.9344160556793213
"Just when the minister of health ""leapt from his seat"" in joy over the soccer victory, Nora dies in the hospital due to the same minister's corruption ."	nuclear energy	0.00046146746654360867	9	0.9979748129844666
Separated from these dwellings by the base of the stone footbridge like the bridge at Mostar in Bosnia .	smoking	0.0004505519261094841	8	0.5496193170547485
Slender young maples under the windows of the Bank of Montreal, rectangular stone cube that as evening comes pours out light through tall windows hung like banners at Nuremberg .	smoking	0.0004505519261094841	11	0.9734258055686951
The last thing they remember was standing by a jukebox listening to a song about El Paso .	smoking	0.0004505519261094841	11	0.9212075471878052
Separated from these dwellings by the base of the stone footbridge like the bridge at Mostar in Bosnia .	smoking	0.0004505519261094841	8	0.5496193170547485
Slender young maples under the windows of the Bank of Montreal, rectangular stone cube that as evening comes pours out light through tall windows hung like banners at Nuremberg .	smoking	0.0004505519261094841	11	0.9734258055686951
The last thing they remember was standing by a jukebox listening to a song about El Paso .	smoking	0.0004505519261094841	11	0.9212075471878052
Around the same time, Bobby and I beat the Donkey Kong Country game and moved on to Super Mario Brothers .	smoking	0.0003748125937031484	11	0.5197374820709229
In actuality, general duties must be applied to specific situations-using judgment -and once applied they must be followed despite inclinations to the contrary-using the will .	abortion	0.0006191950464396285	5	0.3773818612098694
