text	topic	score	frame	confidence
"He will then be able to see real ""shocking"" things that Ugandans and Africans are subjected to ."	immigration	0.0006101281269066	11	0.9898529648780824
In the societies / countries where a man can marry a man ; where a woman can marry another woman , one is still prohibited by law to marry more than one person at a time .	immigration	0.0006101281269066	5	0.7840031385421753
But was only reminding Sam that we live is a world of hypocricy .	immigration	0.0006101281269066	3	0.8687307238578796
"I wanted to inform Sam that there are well known countries where Asia Rusell would not be just ""persecuted"" for what he stands for , but would be executed if he tried to arrange a party like the ones he is complaining about ."	immigration	0.0006101281269066	7	0.997991681098938
The emigrant does not need to be especially attracted by any destination; it is a matter of getting away from here .	immigration	0.0065019505851755	10	0.8463084697723389
Subtitled Tome 1: Les années 1969-1984 , the 2009 volume checks in at almost 650 pages; Tome 2 , published in 2011, covers the 1985-2004 period and is 600 pages long.	immigration	0.0003642987249544	11	0.5999903082847595
Mouton took great delight in theatrically stringing out the syllables Boc-ca-Bell-a , making the career .219 hitter (who played for the Expos between 1969 and 1973) sound like a feared slugger.	immigration	0.0003642987249544	11	0.9305546879768372
"Michael Moore believes ""there would be fewer frustrated, frightened, angry people reaching for the gun"" if Americans "" took better care of each other ""."	death penalty	0.0013089005235602	10	0.8648296594619751
"If salvation means ""the state of being saved or protected from harm"" then perhaps this salvation deficit causes some folks-especially the deranged-to lash out and kill out of vengeance against a society that has beaten them ."	death penalty	0.0013089005235602	10	0.6759747862815857
"You might also like
Your mum’s family are from Ireland and you are surprised by the high amount of Irish genetic material !!"	immigration	0.0051966741285577	11	0.9621339440345764
I’m quite proud of my name because it was my father’s but someone somewhere is having a laugh .	immigration	0.0051966741285577	11	0.986441433429718
The ice sheet furthest extremity was London but most of the south and west were ice free where humans lived .	immigration	0.0051966741285577	11	0.2929984927177429
"xyobrychus
Amazingly a whole range of white people in India were rejected by both sides after partition ."	immigration	0.0051966741285577	11	0.9401820302009584
"Father Todd Unctious
The Somali doing the Russell square stabbings was so say Norwegian !"	immigration	0.0051966741285577	11	0.6105945706367493
So I’m guessing you’ve never read Chaucer, Malory, or Shakespeare in their non-modernised form ?	immigration	0.0051966741285577	11	0.5981144309043884
Or even just the KJV ?	immigration	0.0051966741285577	6	0.3864916563034057
Or do you imagine the influence of such as these who deliberately mimicked Italianate literary structures to be non-existent ?	immigration	0.0051966741285577	11	0.8366483449935913
Ooh !!	immigration	0.0051966741285577	15	0.9548423290252686
What DNA spread were you expecting ?	immigration	0.0051966741285577	9	0.9969828724861144
Or was it the SNP ?	immigration	0.0051966741285577	13	0.9831574559211732
if the publicity is true…why have the Indians made a success of Jaguar ?	immigration	0.0003957457333663	1	0.7982423305511475
"south_coast_boyo
The US will dominate TTIP – guaranteed !"	immigration	0.0005773116520735	13	0.4564876556396484
Give me a job Mr. German I promise to be ever so humble !!!!	immigration	0.0005773116520735	1	0.8726286292076111
Why not do both on the same day ?	immigration	0.0026304859476671	15	0.9473520517349244
And get on with it ?	immigration	0.0026304859476671	15	0.991048276424408
We look forward to a simple free trade arrangement in both directions ( but if EU unwilling to agree then whatever WTO rules provide for ).	immigration	0.0026304859476671	1	0.5610997080802917
Well does that hold terrors for exporters , particularly in the context of the pound having lost more than 5% against the Euro ?	immigration	0.0026304859476671	1	0.9935830235481262
And are tariffs in any event an unmitigated disaster ?	immigration	0.0026304859476671	1	0.9794055819511414
Might there not be some benefit in favouring goods produced in the UK ?	immigration	0.0026304859476671	1	0.99174964427948
And some benefit in an additional source of revenue to the Treasury ( the 5% we would impose on EU cars, wine, etc. )	immigration	0.0026304859476671	1	0.9953611493110656
And WHY has May given up the UK’s Presidency of the EU in 2017 in exchange for NOTHING ?	immigration	0.0026304859476671	13	0.8847745060920715
You never know where you are with her .	immigration	0.0026304859476671	10	0.6975346207618713
But I was taught not to give up .	immigration	0.0018692986391505	10	0.8002207279205322
Is the “prosperity” just another huge boom/bust cycle built on borrowing ?	immigration	0.0018692986391505	1	0.9602274894714355
The EU isn’t responsible for the lack of wars in Western Europe, really ?	immigration	0.0018692986391505	8	0.3591370582580566
Were they Left or Right ?	immigration	0.0018692986391505	13	0.9914773106575012
Lots of politicians have policies about quality of life of one kind or another – who, outside of China, has a population policy ?	immigration	0.0018692986391505	6	0.6762132048606873
Now, who do I sue ?	death penalty	0.0001798237727027	5	0.9968448877334596
The Moors subjugated the Spanish instead and what about the Ottomans invading Europe .	death penalty	0.0001798237727027	11	0.9637598395347596
What about “The religion of peace” ?	death penalty	0.0001798237727027	3	0.8390518426895142
A distinguished specialist of eighteenth-century literature at Harvard .	immigration	0.0013175230566534	11	0.5657132863998413
he is deeply familiar with Tocqueville's literary and intellectual contexts .	immigration	0.0013175230566534	11	0.9872525334358216
[It] ought to make a more nuanced appreciation of both the man and his great work accessible to a wide readership .	immigration	0.0013175230566534	11	0.9462749361991882
There are reports out of Israel and Egypt claiming that since the end of the Hosni Mubarak regime Egyptian Islamists and their Palestinian allies have been active in the northern Sinai, making raids into Israel and attacking Egyptian army checkpoints .	immigration	0.001427042454513	8	0.9879329800605774
There had been was a hasty re-scheduling of the executions to beat the 8:13 p.m .	death penalty	0.0004503490204908	7	0.9344160556793212
"Just when the minister of health ""leapt from his seat"" in joy over the soccer victory, Nora dies in the hospital due to the same minister's corruption ."	nuclear energy	0.0004614674665436	9	0.9979748129844666
Separated from these dwellings by the base of the stone footbridge like the bridge at Mostar in Bosnia .	smoking	0.0004505519261094	8	0.5496193170547485
Slender young maples under the windows of the Bank of Montreal, rectangular stone cube that as evening comes pours out light through tall windows hung like banners at Nuremberg .	smoking	0.0004505519261094	11	0.9734258055686952
The last thing they remember was standing by a jukebox listening to a song about El Paso .	smoking	0.0004505519261094	11	0.9212075471878052
Around the same time, Bobby and I beat the Donkey Kong Country game and moved on to Super Mario Brothers .	smoking	0.0003748125937031	11	0.5197374820709229
In actuality, general duties must be applied to specific situations-using judgment -and once applied they must be followed despite inclinations to the contrary-using the will .	abortion	0.0006191950464396	5	0.3773818612098694
Also, I disagreed with the process .	immigration	0.0015723270440251	13	0.3150181770324707
In my ideal world, banks would normally run with over 20 per cent equity .	immigration	0.0015723270440251	1	0.9737644791603088
The Grimms’ tales are a bit like the shadows in Plato’s cave .	immigration	0.0042872454448017	11	0.7686101198196411
At the core of this is that it’s a book about people .	immigration	0.0042872454448017	11	0.944811463356018
Being in the hospital, my dog dying .	same sex marriage	0.0001172195522213	9	0.9748294353485109
the symbol of a certain melancholic or maundering state of mind .	same sex marriage	0.0001172195522213	10	0.721275806427002
a memorial to the fallen of an ancient or recent war .	same sex marriage	0.0001172195522213	9	0.3762857019901275
Though if someone asked me when I lived in Manitoba was I from Manitoba ?	immigration	0.0012769353551476	11	0.9935933947563172
Why is this ?	immigration	0.0012769353551476	15	0.6992329359054565
Sushma Swaraj has proposed along with the cabinet that the only way for surrogacy is altruistic .	abortion	0.0002301495972382	3	0.5076963901519775
Any future relationship !!	abortion	0.0002301495972382	10	0.494031697511673
Lot of consents !	abortion	0.0002301495972382	5	0.8509076833724976
does it went wrong earlier with this policy ?	abortion	0.0002301495972382	6	0.9753992557525636
As you say the bottom line of that pattern is the collection of ideologies that presume white males are uniformly an oppressing “class” .	immigration	0.000287356321839	11	0.9148998856544496
Has he been charged ?	immigration	0.000287356321839	7	0.9991414546966552
( rubbing my hands with glee ) .	minimum wage	0.0001074806534823	10	0.4295229911804199
You come on here to beef up your ego ( as if any sw needed to do that ), and you come on here to fight ( as if any social worker needed more practice !	minimum wage	0.0001074806534823	10	0.8959972858428955
but having said that, they can always ask for the Polis to back them up !	minimum wage	0.0001074806534823	12	0.932502508163452
Heaven forbid we get this awful system in the UK !!	minimum wage	0.0001074806534823	6	0.9445642232894896
Oddly enough they don’t seem so keen on confiscating babies from local Moslem jihadi families I wonder why that is ?	minimum wage	0.0001074806534823	8	0.7140997648239136
Significantly the term, if you look it up in your own advisory notes which are documented by NICE, says that significant harm is a spectrum too wide to be defined, as is the same for Neglect, which is another term the sw’s love to use and then have children removed on those basis’ .	minimum wage	0.0001074806534823	9	0.5066482424736023
You clearly have less understanding of the English language .	minimum wage	0.0001074806534823	11	0.932582139968872
Mohammed Babuga, 32-year-old, his gang member, from Kebbi State, who is married, has two children , confessed that he was first arrested in 2011 when he went for a robbery operation with Maman on the Kaduna Road in Kwara State.	smoking	0.0003815337657382	7	0.7654492855072021
Yes, I am serious with work, but since I was never forced to do anything, I made sure I enjoyed myself .	smoking	0.0002553626149131	10	0.7896314859390259
"Photo / Glenn Jeffrey
Average Auckland house prices are tipped to pass $1 million this month ."	immigration	0.0017543859649122	1	0.663827657699585
One thing for sure , that Marcos could not have land in the US if he had something to do with the Ninoy assassination.	death penalty	0.0007953340402969	5	0.6913955807685852
let them try it and we will rise with one voice and drive them all out of our lands !!	death penalty	0.0001685914186967	12	0.8736305832862854
You can not do that in the US or the UK .	death penalty	0.0001685914186967	5	0.994520366191864
"Leonard…..New York
I think most of the Hausas living in south-west are abit enlightened , well at home , and do really valued the freedom they enjoy living here despite the incessant attacks on southerners and Christians living in the north by their own brothers over there ."	death penalty	0.0001685914186967	11	0.8889361023902893
Southerners have been most patient , friendly and have not tribalise the actions of Boko Haram to mean a hatred between north and south by going after the northerners living here in the south .	death penalty	0.0001685914186967	11	0.5092256665229797
By this fact , l strongly believe it will be very difficult for any extremist group in the north to come here in the south and esterblish a terror cell or network that will allow it to operate freely .	death penalty	0.0001685914186967	8	0.99850594997406
Base on my own calculations , should such terror exist , the Hausas themselves living here will give such terror network away to the police and the authorities .	death penalty	0.0001685914186967	8	0.9946883916854858
Though must not assume too much , anything can happen they say .	death penalty	0.0001685914186967	9	0.6600600481033325
But be that as it may , what this article reveals was that we the citizens of south west must be very vigilant , just as every Nigerian is a coach when the super eagles is playing , the same way we all must be a security in a security and always SAY SOMETHING TO THE POLICE WHEN ANYONE SEES SOMETHING.	death penalty	0.0001685914186967	8	0.994412362575531
Also going by the nature of the easterners the BK are easily identified and every wanna be boko knows this .	death penalty	0.0001685914186967	11	0.9940205216407776
When the beat from the drum is becoming too loud,, it is assign that it is bursting very soon .	death penalty	0.0001685914186967	9	0.2837327122688293
Can u pls answer this question: IS HENRY ORKAR A BH man or JAMB member ?	death penalty	0.0001685914186967	3	0.4231991171836853
The estimated yearly revenue loss globally is to the tune of US$ 5-6 billion .	smoking	0.0011350737797956	1	0.9994966983795166
So why is there opposition to the HPV vaccine ?	smoking	0.0012658227848101	9	0.604373037815094
I realised the game was up for Russia about three years ago , around the time of the ludicruous vanity project of the Sochi Olympics.	immigration	0.0003448870494912	11	0.9719964265823364
Older than the US but not nearly as old as France , Spain ,England, Austria, Switzetland, Sweden, Portugal, Scotland, Hungary, Denmark or Ireland.	immigration	0.0003448870494912	11	0.9905835390090942
They are the real issues !	immigration	0.0003448870494912	15	0.8139668703079224
Remember the big email scandal connected to the University of East Anglia climate people ?	immigration	0.0003448870494912	9	0.5049704909324646
It might just conceivably work as journalism in the US but here ?	immigration	0.0003448870494912	5	0.685142457485199
When Trump points out he was right on Orlando the headlines are “Trump boasts about being right” .	immigration	0.0041454934474458	13	0.90196031332016
The Obama approach to Islamic terrorism is like a surgeon performing a mastectomy for colon cancer !	immigration	0.0041454934474458	13	0.5367379188537598
Its like having a problem with cockroaches and putting down ant killer, it wont fix the problem !	immigration	0.0041454934474458	10	0.6286728382110596
That is my point !	immigration	0.0041454934474458	15	0.8037806749343872
Which ‘blame’ group do you belong to or do you just enjoy seeing anarchy unfold in front of your eyes like some spectator sport !	immigration	0.0041454934474458	12	0.7244832515716553
"Surely you
can posit a figure with your all seeing wizard omnipotence or is it
beyond your abilities !"	immigration	0.0041454934474458	15	0.2537108361721039
"WTF
Bed time is it or researching what disposable income means ?"	immigration	0.0041454934474458	1	0.8401097059249878
You’ve been bull schitting this narrative enough times here so how much disposable income do I need to be wealthy !	immigration	0.0041454934474458	1	0.5818709135055542
Fail again !	immigration	0.0041454934474458	15	0.7384310960769653
Where does Obama stand on this ?	immigration	0.0041454934474458	13	0.9996139407157898
Have a guess (no prizes) how many potential migrants from certain countries would be blocked !	immigration	0.0041454934474458	2	0.6598727107048035
We’ve had Visas and ESTAs for a long time, that doesn’t hinder business but in your world, dead bodies are just collateral damage for political correctness !	immigration	0.0041454934474458	5	0.9674116373062134
No legal suggestions of your own then to improve security ?	immigration	0.0041454934474458	8	0.8175190687179565
Perhaps you can explain that contradiction ?	immigration	0.0041454934474458	15	0.8179864287376404
Have you ever applied for a green card ?	immigration	0.0041454934474458	5	0.9889811277389526
If you have, which immigration process did you use ?	immigration	0.0041454934474458	5	0.5111910700798035
Business visa from the 80’s, ESTAs etc don’t count as they aren’t 10 year resident permits like a green card, so how about it Y/N & type ?	immigration	0.0041454934474458	5	0.9313734769821168
If you haven’t, you still know Jack s*** about Immigration procedures !	immigration	0.0041454934474458	5	0.9230854511260986
Your qualifications are suspect in the extreme regarding this subject !	immigration	0.0041454934474458	10	0.3245399296283722
Adios idiota !	immigration	0.0041454934474458	11	0.5935493111610413
You cant even supply anecdotal facts from your ‘staff’ can you ?	immigration	0.0041454934474458	1	0.5687040090560913
Everyone has your ‘number’ whatever BS you attempt !	immigration	0.0041454934474458	12	0.6856614351272583
"WTF
The only cigars Bill has are around young female interns !"	immigration	0.0041454934474458	6	0.9861673712730408
Hardship !!	death penalty	0.0002993115833582	9	0.3838465809822082
Hopelessness !!!	death penalty	0.0002993115833582	10	0.976856529712677
"Ajayi olupona
Jonathan , you are a disappointment to all Nigerians !"	death penalty	0.0002993115833582	10	0.2894602119922638
Instead of sending soldiers to eliminate Boko haram and protect Nigerians from terrorists , you ordered soldiers to kill harmless Nigerian students merely protesting against lack of water and power supply !	death penalty	0.0002993115833582	8	0.5449429154396057
Cazorla’s penalty strike in the ninth minute and man of the match Sanchez’s 40th minute close range effort with Ozil’s 45th minute bullet header made it three for Arsenal before half time .	immigration	0.001058201058201	11	0.452720046043396
Maybe affordable housing ?	minimum wage	0.0004458314757021	1	0.901198387145996
I am a volunteer woman that is trying to help a woman 46 yrs that had a stroke has a brace on her right leg and no use with her right arm .She also has a severe case of aphasia .She i living in a facility right now getting rehabilitation so she can live independantly .	minimum wage	0.0004458314757021	9	0.7421380877494812
I guess I’m working according to God’s purpose because I didn’t influence the decision to make me chancellor .	smoking	0.0002020202020202	3	0.9903388619422911
At the time President Jonathan told the truth, that keeping the subsidy will cause an economic crisis in 2 to 3 years….and he was very correct !	nuclear energy	0.0001026588645929	1	0.9783176183700562
He charged top businessmen and investors from the state to invest in the state .	smoking	0.0004892367906066	1	0.9778960943222046
But with the Khans, uncomfortable social truths are exposed about the way we politicize a people with little thought to their reality on the ground .	immigration	0.0103305785123966	11	0.9231098890304564
If I’m a new parent and I don’t have a secure Internet connection to sign up for these benefits .	minimum wage	0.0001280081925243	10	0.4867561757564544
Please use this opportunity to ask Mr Kerry why is it they don’t organise mass wedding for their people and why is it that they dont encourage their people to take up to four wives and have as many kids as possible .	immigration	0.0021703743895822	11	0.815615177154541
Industries, education , hospitals, functioning social amenities are all secondary !	immigration	0.0021703743895822	10	0.8750482201576233
Food handling certificates can be obtained from the Department of Environmental Health by contacting Mr. Gideon Simms on 949-6696 or email gideon.simms@gov.ky .	immigration	0.0036703370036703	9	0.7106883525848389
He noted that Nigeria currently has the capacity to assemble 384,000 vehicles , but lamented that only 25,000 vehicles have been assembled so far.	smoking	0.0004490345756623	2	0.9815207123756408
Inefficient aviation agencies .	smoking	0.0002648305084745	2	0.9216967225074768
Trump even questioned whether people born in the United States to people here illegally are citizens -- even though they have automatically been considered citizens since the adoption of the 14th Amendment in 1868 .	immigration	0.0034843205574912	5	0.996914267539978
"A person suffering from arthritis tends to experience the following symptoms:
• Fatigue
• Joint pain
• Joint tenderness
• Joint swelling
• Joint redness
• Joint warmth
• Joint stiffness
• Loss of joint range of motion
• Many joints affected (polyarthritis)
• Limping
• Joint deformity
• Both sides of the body affected (symmetric)
• Loss of joint function
• Anemia
• Fever
Although medications can be prescribed to help people with this condition, they don’t come without their risks."	smoking	0.0028901734104046	9	0.7925365567207336
Scientists have connected man-made climate change to extreme weather , including deadly heat waves , droughts and flood-inducing downpours .	coal mining	0.0014880952380952	9	0.9720673561096193
Climate change is causing the seas to rise , which threatens coastlines .	coal mining	0.0014880952380952	9	0.8874467611312866
They took steps that reduced ozone depletion and acid rain .	coal mining	0.0014880952380952	9	0.7234934568405151
Red Ant Dream is a tour de force by one of the world’s top documentary filmmakers .	nuclear energy	0.0002656042496679	11	0.9536646604537964
"I am missing in this report the constrictive and future oriented answers of Dr Aye Maung on the several points of Rakhine Society and the meeting as:
– why Dr Aye Maung did not talk about their ANP plans to create jobs in Rakhine State with good salaries by all Rakhine Big Boss and that Rakhine Girl ( + boys ) need to stay in Rakhine – “FOR RAKHINE” ( but in reality many Rakhine behave as Bengalis and run just for a better job higher paid on other peoples land legal as well thousands illegal leave their own land virgin for others, as 75% of Myebon young men )."	immigration	0.0030045067601402	1	0.5509675145149231
The Rakhine Municipal DG U Myint Aung was just there so all the cases are very hot and best to jump on and secure for the Rakhine people right ,,,, or no interest , or to low ,,, or no power ??	immigration	0.0030045067601402	5	0.6856147050857544
I have for long been planning a Safari jeep trip from Delhi to Rangoon .	immigration	0.0007426661715558	11	0.6559622883796692
Is such trip possible for Indian PassPort holder , with Indian 2/4 wheeler?	immigration	0.0007426661715558	5	0.4162277281284332
Last week Ankara-backed forces captured the Isis border stronghold of Jarabulus , facing seemingly little resistance from the jihadis who fled to bases further south.	immigration	0.0032310177705977	8	0.9959869980812072
The DNA starts there .	immigration	0.0047393364928909	9	0.8188815712928772
But he concludes that didn't happen as the 'orderly bourgeois' Western world 'banished' conversations around cataclysmic weather occurrences in fiction because everything about fantastic weather events, eclipses, deluges, antediluvian floods, fierce bitter winters -- the ullies of Nature -- were more the stuff of epics from 'dithyrambic lands' (read: Pagan people) and definitely not real enough to be part of modern fiction.	immigration	0.0014614541468761	11	0.8951403498649597
"Mondelez International Inc said it was ""no longer pursuing"" the acquisition of Hershey Co , a month after the Pennsylvania Attorney General's office unveiled the terms of a reform deal with the trust that controls Hershey."	immigration	0.0037664783427495	5	0.8027644753456116
Imagine , ADO BAYERO , THE EMIR OF KANO FLEW HOME FROM LONDON WITH NIGERIA AIRFORCE ONE PLANE … WHAT DO YOU CALL THAT ?	death penalty	0.0004288164665523	10	0.4441036880016327
If government is sincere to fight corruption , they must start with the caliphates and emirs in nigeria .	death penalty	0.0004288164665523	13	0.7066547274589539
Those are the engine of corruption , mismanagement and greed in our society , the reason we as a nation have not moved forward .	death penalty	0.0004288164665523	7	0.9234054088592528
AS LONG AS WE HAVE MANY GOVERNMENTS IN A GOVERNMENT , NIGERIA WILL REMAIN THE WAY IT IS .	death penalty	0.0004288164665523	5	0.5672630071640015
GEJ IS THE PRESIDENT BUT HE DOES NOT HAVE POWER OVER CERTAIN ANORMALY GOING ON IN HIS GOVERNMENT .	death penalty	0.0004288164665523	13	0.9950778484344482
Nigerians need answers to a lot of things, the earlier we come together to find solutions to our problems the better .	death penalty	0.0004288164665523	12	0.3528305292129516
Otherwise , time is ticking and we may not be able to correct the problems by the time our own 2015 springs begins .	death penalty	0.0004288164665523	2	0.7544718980789185
"Matthew .o
I RED ALL THE COMMENTS IT WORRIES ME A LOT , BY TODAY WE SHOULD KNOW THAT TRIBE OR RELIGIOUS PERSON AS LEADER IS NOT OUR PROBLEM , AN HASUA MAN, YORUBA MAN, IJO MAN HAS RULE THIS NATION THINGS HAS NOT CHANGE , ONLY IGBO MAN HAS NOT RULE BUT I DON’T SEE ANYTHING TO SHOW IT WILL BE BETTER UNLESS IS NOT FROM PDP GROUP, WHAT WE NEED IS A GOOD LEADER NO MATER WHERE HE COME FROM OR THE RELIGIOUS HE BELONG TO."	death penalty	0.0004288164665523	10	0.4416076838970184
CEMENT IS SO CHEAP OUT SIDE NIGERIA BUT THIS EVIL DEMOCRACY GIVE LICENCE TO JUST FEW PEOPLE TO SURFER THE REST OF US , SUGGAR IS VERY CHEAP OUTSIDE NIGERIA BUT THEY GIVE THE LICENCE TO NOLY ONE MAN, I ASK MYSELF IF THE FINANCE MINISTER IS SO GOOD AS SHE PRESENT HERSELF HOW DO SHE ADVICE THE GOVERNMENT ON ALL THIS ISSUE.	death penalty	0.0004288164665523	5	0.7009851932525635
Adebayo explained that there is no value to the 150 million subscribers in the country but mere revenue objective of the government , which is contrary to the effort that is being made by the same government for broadband penetration.	minimum wage	0.0003043213633597	1	0.9533441662788392
Now The release of New Varification Card is good but What Kinds of benefits will get for University Students ??	immigration	0.0023904382470119	10	0.8461834788322449
They will get the Degree to showing this New Card ??	immigration	0.0023904382470119	5	0.9560805559158324
They can Apply The Passport and go to the another Nation for Trip or other needs ???	immigration	0.0023904382470119	5	0.9442257285118104
After these Card they will get Pink Card or other Green or Blue ?	immigration	0.0023904382470119	5	0.8259055018424988
Five opposition leaders including four leading Islamists have already been executed for war crimes since 2013 .	death penalty	0.0104166666666666	7	0.986410677433014
Oaths have longstanding traditions cutting across religious beliefs , kingship, profession, cultures.	death penalty	0.0008424599831508	3	0.7377418875694275
In one sign of the growing tension, Turkish troops have fired on US-backed Kurdish fighters in Syria .	immigration	0.0078947368421052	8	0.9902917742729188
